datetime,open,high,low,close,volume
2023-01-02 08:00:00+00:00,1154.4864,1164.7157,1144.1601,1154.3895,12888.7906
2023-01-02 09:00:00+00:00,1154.3895,1167.429,1130.3585,1143.3979,110679.9961
2023-01-02 09:00:00+00:00,1154.3895,1159.5168,1138.2706,1143.3979,54107.3087
2023-01-02 10:00:00+00:00,1143.3979,1157.5222,1137.8915,1152.0158,69787.2435
2023-01-02 10:00:00+00:00,1143.3979,1162.7912,1132.6226,1152.0158,99144.098
2023-01-02 11:00:00+00:00,1152.0158,1155.286,1136.0874,1139.3576,82192.1731
2023-01-02 11:00:00+00:00,1152.0158,1164.1264,1127.247,1139.3576,49930.1579
2023-01-02 12:00:00+00:00,1139.3576,1144.7154,1136.2072,1141.565,14003.4845
2023-01-02 12:00:00+00:00,1139.3576,1149.5253,1131.3973,1141.565,51732.5856
2023-01-02 13:00:00+00:00,1141.565,1149.5196,1113.5169,1121.4715,180707.2102
2023-01-02 13:00:00+00:00,1141.565,1143.2529,1119.7835,1121.4715,249572.7334
2023-01-02 14:00:00+00:00,1121.4715,1126.3179,1103.2218,1108.0682,98423.289
2023-01-02 14:00:00+00:00,1121.4715,1131.0687,1098.471,1108.0682,69612.2619
2023-01-02 15:00:00+00:00,1108.0682,1120.0836,1098.0785,1110.0939,27139.5276
2023-01-02 15:00:00+00:00,1108.0682,1114.986,1103.1762,1110.0939,21319.1155
2023-01-02 16:00:00+00:00,1110.0939,1127.6589,1100.0421,1117.6071,124579.8382
2023-01-02 16:00:00+00:00,1110.0939,1135.9457,1091.7553,1117.6071,51497.4148
2023-01-02 17:00:00+00:00,1117.6071,1133.4701,1103.528,1119.391,26498.0175
2023-01-02 17:00:00+00:00,1117.6071,1120.3244,1116.6737,1119.391,16534.0464
2023-01-02 18:00:00+00:00,1119.391,1121.9284,1115.7218,1118.2592,17501.5976
2023-01-02 18:00:00+00:00,1119.391,1120.7805,1116.8698,1118.2592,21879.1542
2023-01-02 19:00:00+00:00,1118.2592,1125.1566,1108.3513,1115.2486,19336.7552
2023-01-02 19:00:00+00:00,1118.2592,1122.3519,1111.156,1115.2486,18985.6596
2023-01-02 20:00:00+00:00,1115.2486,1115.7988,1099.8661,1100.4163,177227.0493
2023-01-02 20:00:00+00:00,1115.2486,1116.5506,1099.1143,1100.4163,108222.5815
2023-01-02 21:00:00+00:00,1100.4163,1112.1759,1081.5285,1093.2881,50448.3882
2023-01-02 21:00:00+00:00,1100.4163,1116.2304,1077.4741,1093.2881,81446.2151
2023-01-02 22:00:00+00:00,1093.2881,1101.4311,1080.6232,1088.7662,14278.4995
2023-01-02 22:00:00+00:00,1093.2881,1106.9102,1075.1441,1088.7662,24016.9694
2023-01-02 23:00:00+00:00,1088.7662,1102.1544,1085.9234,1099.3117,165494.7582
2023-01-02 23:00:00+00:00,1088.7662,1104.8178,1083.26,1099.3117,68512.5914
2023-01-03 00:00:00+00:00,1099.3117,1112.8466,1089.2553,1102.7902,67450.84
2023-01-03 00:00:00+00:00,1099.3117,1104.5842,1097.5177,1102.7902,16673.3897
2023-01-03 01:00:00+00:00,1102.7902,1111.9279,1076.1779,1085.3156,79817.167
2023-01-03 01:00:00+00:00,1102.7902,1103.3329,1084.7729,1085.3156,55517.7617
2023-01-03 02:00:00+00:00,1085.3156,1108.9154,1064.9569,1088.5567,49629.2227
2023-01-03 02:00:00+00:00,1085.3156,1095.1076,1078.7647,1088.5567,17538.1902
2023-01-03 03:00:00+00:00,1088.5567,1092.3632,1080.992,1084.7984,24490.5816
2023-01-03 03:00:00+00:00,1088.5567,1090.7523,1082.6029,1084.7984,22171.0602
2023-01-03 04:00:00+00:00,1084.7984,1092.4992,1070.4909,1078.1917,51062.1046
2023-01-03 04:00:00+00:00,1084.7984,1089.0253,1073.9647,1078.1917,27763.6229
2023-01-03 05:00:00+00:00,1078.1917,1095.544,1066.8873,1084.2397,52870.6215
2023-01-03 05:00:00+00:00,1078.1917,1084.7818,1077.6495,1084.2397,46973.3475
2023-01-03 06:00:00+00:00,1084.2397,1095.0289,1083.6924,1094.4816,87861.6052
2023-01-03 06:00:00+00:00,1084.2397,1108.4982,1070.2232,1094.4816,76905.7855
2023-01-03 07:00:00+00:00,1094.4816,1105.3221,1092.9798,1103.8203,96256.3828
2023-01-03 07:00:00+00:00,1094.4816,1109.2393,1089.0626,1103.8203,121107.1093
2023-01-03 08:00:00+00:00,1103.8203,1104.5161,1094.786,1095.4818,73298.606
2023-01-03 08:00:00+00:00,1103.8203,1109.2263,1090.0758,1095.4818,105206.1395
2023-01-03 09:00:00+00:00,1095.4818,1103.1362,1084.7978,1092.4521,57740.6201
2023-01-03 09:00:00+00:00,1095.4818,1099.4552,1088.4787,1092.4521,21781.7759
2023-01-03 10:00:00+00:00,1092.4521,1096.3636,1091.8745,1095.786,77257.0959
2023-01-03 10:00:00+00:00,1092.4521,1101.3832,1086.8548,1095.786,20604.2697
2023-01-03 11:00:00+00:00,1095.786,1109.6965,1091.6696,1105.5801,163353.4668
2023-01-03 11:00:00+00:00,1095.786,1108.819,1092.5471,1105.5801,58080.6477
2023-01-03 12:00:00+00:00,1105.5801,1114.4887,1091.9134,1100.8219,59642.3819
2023-01-03 12:00:00+00:00,1105.5801,1112.3625,1094.0396,1100.8219,45162.3765
2023-01-03 13:00:00+00:00,1100.8219,1107.0417,1092.7902,1099.0099,35778.4787
2023-01-03 13:00:00+00:00,1100.8219,1101.4458,1098.386,1099.0099,51365.3529
2023-01-03 14:00:00+00:00,1099.0099,1102.9765,1084.0986,1088.0651,75909.0909
2023-01-03 14:00:00+00:00,1099.0099,1101.0451,1086.0299,1088.0651,60799.3175
2023-01-03 15:00:00+00:00,1088.0651,1094.3152,1070.1003,1076.3504,152943.7671
2023-01-03 15:00:00+00:00,1088.0651,1093.0316,1071.3839,1076.3504,85086.8037
2023-01-03 16:00:00+00:00,1076.3504,1085.8263,1074.8883,1084.3642,104108.3348
2023-01-03 16:00:00+00:00,1076.3504,1098.0105,1062.7041,1084.3642,35805.6889
2023-01-03 17:00:00+00:00,1084.3642,1109.0029,1073.2066,1097.8453,95020.7217
2023-01-03 17:00:00+00:00,1084.3642,1111.7693,1070.4403,1097.8453,79884.925
2023-01-03 18:00:00+00:00,1097.8453,1103.3495,1091.6659,1097.17,11172.4334
2023-01-03 18:00:00+00:00,1097.8453,1115.7336,1079.2817,1097.17,20172.6899
2023-01-03 19:00:00+00:00,1097.17,1121.6257,1082.8022,1107.2579,199840.2679
2023-01-03 19:00:00+00:00,1097.17,1109.845,1094.583,1107.2579,110900.5715
2023-01-03 20:00:00+00:00,1107.2579,1116.395,1101.8063,1110.9434,24008.9361
2023-01-03 20:00:00+00:00,1107.2579,1117.071,1101.1303,1110.9434,27537.9966
2023-01-03 21:00:00+00:00,1110.9434,1131.7269,1083.7129,1104.4964,57392.057
2023-01-03 21:00:00+00:00,1110.9434,1117.3237,1098.116,1104.4964,90742.3612
2023-01-03 22:00:00+00:00,1104.4964,1118.8918,1093.7748,1108.1702,41652.6148
2023-01-03 22:00:00+00:00,1104.4964,1114.6197,1098.0468,1108.1702,53243.0508
2023-01-03 23:00:00+00:00,1108.1702,1128.8998,1103.0716,1123.8012,80577.3339
2023-01-03 23:00:00+00:00,1108.1702,1126.8371,1105.1343,1123.8012,167639.0997
2023-01-04 00:00:00+00:00,1123.8012,1130.0604,1117.2198,1123.479,12525.1213
2023-01-04 00:00:00+00:00,1123.8012,1128.7891,1118.4911,1123.479,23881.5542
2023-01-04 01:00:00+00:00,1123.479,1148.8199,1114.2604,1139.6013,202257.9302
2023-01-04 01:00:00+00:00,1123.479,1142.0243,1121.056,1139.6013,76021.2465
2023-01-04 02:00:00+00:00,1139.6013,1142.7297,1109.7228,1112.8512,97505.9157
2023-01-04 02:00:00+00:00,1139.6013,1148.4335,1104.019,1112.8512,430014.8309
2023-01-04 03:00:00+00:00,1112.8512,1127.274,1106.8095,1121.2323,34479.9628
2023-01-04 03:00:00+00:00,1112.8512,1121.7929,1112.2906,1121.2323,169598.116
2023-01-04 04:00:00+00:00,1121.2323,1122.7235,1120.6712,1122.1624,5494.3839
2023-01-04 04:00:00+00:00,1121.2323,1123.4401,1119.9546,1122.1624,19437.1909
2023-01-04 05:00:00+00:00,1122.1624,1129.4994,1111.8256,1119.1626,45911.4749
2023-01-04 05:00:00+00:00,1122.1624,1127.1896,1114.1353,1119.1626,31942.0258
2023-01-04 06:00:00+00:00,1119.1626,1131.5044,1107.7971,1120.1389,48904.7019
2023-01-04 06:00:00+00:00,1119.1626,1121.3788,1117.9226,1120.1389,28017.2809
2023-01-04 07:00:00+00:00,1120.1389,1125.5055,1094.7772,1100.1438,176160.7732
2023-01-04 07:00:00+00:00,1120.1389,1133.3421,1086.9407,1100.1438,70727.6688
2023-01-04 08:00:00+00:00,1100.1438,1102.5762,1095.5612,1097.9937,31575.6041
2023-01-04 08:00:00+00:00,1100.1438,1104.0429,1094.0946,1097.9937,14428.9704
2023-01-04 09:00:00+00:00,1097.9937,1102.1538,1097.4429,1101.603,40855.9881
2023-01-04 09:00:00+00:00,1097.9937,1107.7455,1091.8512,1101.603,43128.6368
2023-01-04 10:00:00+00:00,1101.603,1119.6382,1098.4962,1116.5314,357488.2404
2023-01-04 10:00:00+00:00,1101.603,1134.4554,1083.679,1116.5314,98931.7517
2023-01-04 11:00:00+00:00,1116.5314,1119.4945,1108.3683,1111.3314,36551.9447
2023-01-04 11:00:00+00:00,1116.5314,1126.5325,1101.3303,1111.3314,42576.2916
2023-01-04 12:00:00+00:00,1111.3314,1113.8463,1100.7292,1103.244,79293.7952
2023-01-04 12:00:00+00:00,1111.3314,1111.9696,1102.6058,1103.244,54206.7184
2023-01-04 13:00:00+00:00,1103.244,1116.7255,1084.7892,1098.2707,37377.1716
2023-01-04 13:00:00+00:00,1103.244,1114.4893,1087.0254,1098.2707,40029.9092
2023-01-04 14:00:00+00:00,1098.2707,1118.2263,1087.5263,1107.4819,86218.188
2023-01-04 14:00:00+00:00,1098.2707,1115.7209,1090.0317,1107.4819,68404.2289
2023-01-04 15:00:00+00:00,1107.4819,1113.5114,1104.8068,1110.8363,42711.5083
2023-01-04 15:00:00+00:00,1107.4819,1125.7173,1092.6009,1110.8363,27704.3793
2023-01-04 16:00:00+00:00,1110.8363,1121.3374,1095.0465,1105.5475,63863.1001
2023-01-04 16:00:00+00:00,1110.8363,1116.6901,1099.6938,1105.5475,71322.1022
2023-01-04 17:00:00+00:00,1105.5475,1111.3112,1104.9922,1110.7559,26451.3164
2023-01-04 17:00:00+00:00,1105.5475,1112.7188,1103.5846,1110.7559,142198.6195
2023-01-04 18:00:00+00:00,1110.7559,1113.3601,1109.1743,1111.7786,23730.2931
2023-01-04 18:00:00+00:00,1110.7559,1114.6812,1107.8533,1111.7786,25272.3112
2023-01-04 19:00:00+00:00,1111.7786,1127.0586,1106.3653,1121.6453,71375.0824
2023-01-04 19:00:00+00:00,1111.7786,1122.2061,1111.2177,1121.6453,60199.5748
2023-01-04 20:00:00+00:00,1121.6453,1136.4618,1099.7433,1114.5598,97639.9776
2023-01-04 20:00:00+00:00,1121.6453,1125.2128,1110.9923,1114.5598,22270.8521
2023-01-04 21:00:00+00:00,1114.5598,1122.1207,1103.7301,1111.291,65725.1642
2023-01-04 21:00:00+00:00,1114.5598,1117.7907,1108.06,1111.291,21495.8841
2023-01-04 22:00:00+00:00,1111.291,1115.0229,1103.6517,1107.3836,62946.9135
2023-01-04 22:00:00+00:00,1111.291,1114.5715,1104.1031,1107.3836,33610.6091
2023-01-04 23:00:00+00:00,1107.3836,1118.2002,1081.9881,1092.8048,89292.8774
2023-01-04 23:00:00+00:00,1107.3836,1110.1797,1090.0087,1092.8048,350627.6035
2023-01-05 00:00:00+00:00,1092.8048,1099.0285,1089.5662,1095.7899,24189.052
2023-01-05 00:00:00+00:00,1092.8048,1096.5323,1092.0624,1095.7899,69273.3884
2023-01-05 01:00:00+00:00,1095.7899,1102.0435,1092.1799,1098.4334,32098.6268
2023-01-05 01:00:00+00:00,1095.7899,1104.6733,1089.5501,1098.4334,28678.1303
2023-01-05 02:00:00+00:00,1098.4334,1112.0735,1084.8869,1098.5269,14627.5
2023-01-05 02:00:00+00:00,1098.4334,1104.9898,1091.9705,1098.5269,18958.4213
2023-01-05 03:00:00+00:00,1098.5269,1101.817,1092.9414,1096.2314,51868.0334
2023-01-05 03:00:00+00:00,1098.5269,1109.785,1084.9734,1096.2314,34911.0788
2023-01-05 04:00:00+00:00,1096.2314,1104.5564,1073.9476,1082.2725,141960.3619
2023-01-05 04:00:00+00:00,1096.2314,1098.5898,1079.9142,1082.2725,93699.0018
2023-01-05 05:00:00+00:00,1082.2725,1085.2173,1075.2429,1078.1877,34508.2323
2023-01-05 05:00:00+00:00,1082.2725,1084.5193,1075.9409,1078.1877,47297.6808
2023-01-05 06:00:00+00:00,1078.1877,1080.19,1072.8763,1074.8787,38975.3656
2023-01-05 06:00:00+00:00,1078.1877,1088.3741,1064.6922,1074.8787,33233.404
2023-01-05 07:00:00+00:00,1074.8787,1076.9118,1065.0836,1067.1168,81469.7256
2023-01-05 07:00:00+00:00,1074.8787,1085.8327,1056.1627,1067.1168,40243.7214
2023-01-05 08:00:00+00:00,1067.1168,1078.2993,1054.4135,1065.5961,41333.0268
2023-01-05 08:00:00+00:00,1067.1168,1076.4173,1056.2956,1065.5961,41847.8153
2023-01-05 09:00:00+00:00,1065.5961,1078.2455,1056.9054,1069.5548,19191.5494
2023-01-05 09:00:00+00:00,1065.5961,1079.316,1055.8348,1069.5548,33159.3824
2023-01-05 10:00:00+00:00,1069.5548,1097.6998,1059.9308,1088.0759,64904.2924
2023-01-05 10:00:00+00:00,1069.5548,1097.7608,1059.8699,1088.0759,143070.486
2023-01-05 11:00:00+00:00,1088.0759,1100.3698,1077.5506,1089.8445,44313.0952
2023-01-05 11:00:00+00:00,1088.0759,1094.8828,1083.0376,1089.8445,53142.0007
2023-01-05 12:00:00+00:00,1089.8445,1095.1553,1087.1281,1092.4389,26277.241
2023-01-05 12:00:00+00:00,1089.8445,1101.9051,1080.3783,1092.4389,39342.4418
2023-01-05 13:00:00+00:00,1092.4389,1098.859,1085.3226,1091.7428,26385.1705
2023-01-05 13:00:00+00:00,1092.4389,1102.097,1082.0846,1091.7428,30730.0948
2023-01-05 14:00:00+00:00,1091.7428,1100.6415,1064.0259,1072.9247,235619.5087
2023-01-05 14:00:00+00:00,1091.7428,1097.5012,1067.1662,1072.9247,358644.3796
2023-01-05 15:00:00+00:00,1072.9247,1078.1028,1067.5297,1072.7078,5235.6558
2023-01-05 15:00:00+00:00,1072.9247,1079.5301,1066.1024,1072.7078,23974.4758
2023-01-05 16:00:00+00:00,1072.7078,1079.7161,1066.328,1073.3363,30401.1442
2023-01-05 16:00:00+00:00,1072.7078,1079.2239,1066.8202,1073.3363,16029.4125
2023-01-05 17:00:00+00:00,1073.3363,1107.0064,1063.9901,1097.6603,269132.4814
2023-01-05 17:00:00+00:00,1073.3363,1111.794,1059.2026,1097.6603,85166.992
2023-01-05 18:00:00+00:00,1097.6603,1107.8467,1085.6003,1095.7867,76975.0604
2023-01-05 18:00:00+00:00,1097.6603,1112.6377,1080.8093,1095.7867,14574.9753
2023-01-05 19:00:00+00:00,1095.7867,1116.4271,1078.1938,1098.8342,44013.398
2023-01-05 19:00:00+00:00,1095.7867,1102.3698,1092.2511,1098.8342,46577.8367
2023-01-05 20:00:00+00:00,1098.8342,1108.0648,1089.2998,1098.5304,17557.5568
2023-01-05 20:00:00+00:00,1098.8342,1099.3835,1097.9811,1098.5304,17413.3384
2023-01-05 21:00:00+00:00,1098.5304,1106.4618,1079.0433,1086.9747,173936.05
2023-01-05 21:00:00+00:00,1098.5304,1106.8146,1078.6904,1086.9747,167539.0416
2023-01-05 22:00:00+00:00,1086.9747,1105.3367,1079.9954,1098.3574,90695.3434
2023-01-05 22:00:00+00:00,1086.9747,1099.9228,1085.4093,1098.3574,64415.5522
2023-01-05 23:00:00+00:00,1098.3574,1106.4793,1097.8044,1105.9263,65644.9515
2023-01-05 23:00:00+00:00,1098.3574,1109.9011,1094.3826,1105.9263,93921.3832
2023-01-06 00:00:00+00:00,1105.9263,1114.7987,1105.0705,1113.9429,203926.8465
2023-01-06 00:00:00+00:00,1105.9263,1123.2488,1096.6204,1113.9429,43548.9111
2023-01-06 01:00:00+00:00,1113.9429,1129.5396,1089.2269,1104.8237,200913.3656
2023-01-06 01:00:00+00:00,1113.9429,1114.4953,1104.2713,1104.8237,163532.3572
2023-01-06 02:00:00+00:00,1104.8237,1122.5453,1101.3105,1119.0322,64600.6603
2023-01-06 02:00:00+00:00,1104.8237,1127.8243,1096.0315,1119.0322,64233.6382
2023-01-06 03:00:00+00:00,1119.0322,1125.957,1097.9937,1104.9186,66941.8732
2023-01-06 03:00:00+00:00,1119.0322,1124.8462,1099.1046,1104.9186,119513.2238
2023-01-06 04:00:00+00:00,1104.9186,1114.8079,1100.9767,1110.8661,67182.801
2023-01-06 04:00:00+00:00,1104.9186,1111.5502,1104.2344,1110.8661,65066.4874
2023-01-06 05:00:00+00:00,1110.8661,1135.9989,1108.0969,1133.2297,141824.878
2023-01-06 05:00:00+00:00,1110.8661,1141.5218,1102.5739,1133.2297,104073.5105
2023-01-06 06:00:00+00:00,1133.2297,1141.972,1114.3823,1123.1246,185495.6954
2023-01-06 06:00:00+00:00,1133.2297,1133.7913,1122.563,1123.1246,90394.9635
2023-01-06 07:00:00+00:00,1123.1246,1123.8856,1116.6455,1117.4065,31965.9926
2023-01-06 07:00:00+00:00,1123.1246,1123.6833,1116.8478,1117.4065,81243.5991
2023-01-06 08:00:00+00:00,1117.4065,1122.0135,1113.8544,1118.4614,19445.0267
2023-01-06 08:00:00+00:00,1117.4065,1124.3461,1111.5218,1118.4614,45137.4178
2023-01-06 09:00:00+00:00,1118.4614,1123.7269,1108.1366,1113.4021,67903.8382
2023-01-06 09:00:00+00:00,1118.4614,1128.8917,1102.9718,1113.4021,50431.846
2023-01-06 10:00:00+00:00,1113.4021,1114.6553,1096.6216,1097.8748,114496.8955
2023-01-06 10:00:00+00:00,1113.4021,1120.1711,1091.1058,1097.8748,193160.5844
2023-01-06 11:00:00+00:00,1097.8748,1099.1504,1097.3255,1098.6011,18534.2471
2023-01-06 11:00:00+00:00,1097.8748,1101.7071,1094.7688,1098.6011,15748.2512
2023-01-06 12:00:00+00:00,1098.6011,1103.6886,1083.0078,1088.0954,67938.0848
2023-01-06 12:00:00+00:00,1098.6011,1107.9729,1078.7236,1088.0954,85272.7643
2023-01-06 13:00:00+00:00,1088.0954,1101.4258,1079.4971,1092.8276,90045.4518
2023-01-06 13:00:00+00:00,1088.0954,1098.5284,1082.3946,1092.8276,65976.6487
2023-01-06 14:00:00+00:00,1092.8276,1095.7657,1080.8444,1083.7825,83847.1489
2023-01-06 14:00:00+00:00,1092.8276,1098.5077,1078.1024,1083.7825,64388.7812
2023-01-06 15:00:00+00:00,1083.7825,1106.2352,1076.7355,1099.1882,131151.533
2023-01-06 15:00:00+00:00,1083.7825,1106.1111,1076.8596,1099.1882,169084.2479
2023-01-06 16:00:00+00:00,1099.1882,1102.2803,1088.3473,1091.4393,95362.2891
2023-01-06 16:00:00+00:00,1099.1882,1101.3272,1089.3003,1091.4393,55187.6702
2023-01-06 17:00:00+00:00,1091.4393,1093.3451,1086.388,1088.2938,52712.2576
2023-01-06 17:00:00+00:00,1091.4393,1100.1586,1079.5745,1088.2938,56341.3432
2023-01-06 18:00:00+00:00,1088.2938,1102.2714,1082.4288,1096.4064,33514.9024
2023-01-06 18:00:00+00:00,1088.2938,1103.4844,1081.2157,1096.4064,35090.5617
2023-01-06 19:00:00+00:00,1096.4064,1101.9888,1078.6781,1084.2606,131652.8353
2023-01-06 19:00:00+00:00,1096.4064,1103.3715,1077.2955,1084.2606,71871.7318
2023-01-06 20:00:00+00:00,1084.2606,1091.1632,1079.6421,1086.5447,21310.3934
2023-01-06 20:00:00+00:00,1084.2606,1091.1831,1079.6222,1086.5447,28053.1529
2023-01-06 21:00:00+00:00,1086.5447,1102.3185,1083.7887,1099.5625,181779.3973
2023-01-06 21:00:00+00:00,1086.5447,1102.8563,1083.2508,1099.5625,68738.8543
2023-01-06 22:00:00+00:00,1099.5625,1102.1169,1081.1145,1083.6689,322807.4506
2023-01-06 22:00:00+00:00,1099.5625,1103.411,1079.8204,1083.6689,339250.4124
2023-01-06 23:00:00+00:00,1083.6689,1088.0388,1081.1595,1085.5294,43035.4454
2023-01-06 23:00:00+00:00,1083.6689,1090.5933,1078.605,1085.5294,30996.6839
2023-01-07 00:00:00+00:00,1085.5294,1100.0617,1073.6043,1088.1366,56692.6397
2023-01-07 00:00:00+00:00,1085.5294,1090.1949,1083.4711,1088.1366,40815.2734
2023-01-07 01:00:00+00:00,1088.1366,1100.3169,1083.7522,1095.9325,71121.3407
2023-01-07 01:00:00+00:00,1088.1366,1099.8827,1084.1864,1095.9325,107514.399
2023-01-07 02:00:00+00:00,1095.9325,1102.8027,1076.8619,1083.7321,178101.391
2023-01-07 02:00:00+00:00,1095.9325,1098.0941,1081.5705,1083.7321,100703.518
2023-01-07 03:00:00+00:00,1083.7321,1089.9358,1064.6512,1070.855,71688.6358
2023-01-07 03:00:00+00:00,1083.7321,1099.3339,1055.2531,1070.855,23003.2686
2023-01-07 04:00:00+00:00,1070.855,1078.5987,1068.2409,1075.9846,54737.5559
2023-01-07 04:00:00+00:00,1070.855,1078.8116,1068.028,1075.9846,145120.4077
2023-01-07 05:00:00+00:00,1075.9846,1081.5704,1073.3466,1078.9323,28316.9032
